spa|pbb
que por medio de sus profetas ya había prometido en las sagradas Escrituras.|Dxusa' txãa yuwe ewte nvxiitwa'jsa's pta'sxni yuuna jĩna kfxi'ja'kh nyafxíi entey Dxusna selpisaawe'sxtxi.
Este evangelio habla de su Hijo, que según la naturaleza humana era descendiente de David,|Aça' txãa Dxus yuwe ewte nvxiitwa'jsa' kwe'sxtxi jxpe'jsa Jesukristo Dxus Nçxi'ka'sku we'we'. Aça' Jesukristo' naa kiwete yu' jxkaahsa Davxid ji'thek upx kakwe yu'.
pero que según el Espíritu de santidad fue designado con poder Hijo de Dios por la resurrección. Él es Jesucristo nuestro Señor.|Nawa kĩhtewa jxuka ãjawa'jsa Dxus Nçxi'ktewa Dxus Espiritu' kwe'sxtxi kaajiyu'kh Jesukristo's uuniijũ ĩtxi vxitçxa.
Por medio de él, y en honor a su nombre, recibimos el don apostólico para persuadir a todas las naciones que obedezcan a la fe.|Sa' adxa's peeygãhçxa Jesukristo nwe'wete', Dxus txhitxnisath yuu, Jesukristo's selpiwa'jsa, kxah naa kiwete maa nasawa Jesukristo's jiyuçxa jxpa'gatxna txã'sna nwẽese'jya'.
Entre ellas estáis incluidos también vosotros, a quienes Jesucristo ha llamado.|Aça' i'kwe'sxwa Jesukristo's jiyuçxa ne'kwe jxpa'ga, Dxusa' petx i'kwe'sxne' txhitxh Jesukristo tasxte pa'jwa'jsa txãa pa'ga nwẽese'jna ũsi'kwe.
Os escribo a todos vosotros, los amados de Dios que estáis en Roma, que habéis sido llamados a ser santos . Que Dios nuestro Padre y el Señor Jesucristo os concedan gracia y paz.|Ãçxha' Roma çxhabtewe'sx i'kwe'sx jxukaysa jĩi naa karta's fxi'jçxa kajaçthu, i'kwe'sxa' Dxus peeygãhçxa txhitxnisai'kwe txãa yakh fxi'zesa. I'kwe'sxtxi' Dxusa' pu'çxhina vxite' kwe'sxtxi jxpe'jsa Jesukristo, txãa pa'ga Dxus yakhçxáa mfxi'zewe.
En primer lugar, doy gracias a mi Dios por medio de Jesucristo por todos vosotros, pues en el mundo entero se habla bien de vuestra fe.|Jesukristo i'kwe'sxtxi pu'çxpa'ga Dxus yakh i'kwe'sx ew fxi'zeni's mteewa jxukatx ew we'we', txãa pa'ga adxa' Dxusa'sthu weçxá'.
Dios, a quien sirvo de corazón predicando el evangelio de su Hijo, me es testigo de que os recuerdo sin cesar.|Sa' na'wẽ Dxusa's nakwe wala selpi'th txajx Nçxi'k kaapiya'jni's ũusuh jxuka yajkxna txãa Dxusa' jiia' adxa' i'kwe'sx pa'gate bagaçxtewa txãa yakh puutx we'wena nes yuusaatewa.
Siempre pido en mis oraciones que, si es la voluntad de Dios, por fin se me abra ahora el camino para ir a visitaros.|Txãasath i'kwe'sx tasxna yuhwaça' sũhçxa Dxus yakh puutx we'wena nes yu'.
Tengo muchos deseos de veros para impartiros algún don espiritual que os fortalezca;|Sa' kxtee pa'jçxa' Dxus yakh fxi'zewa'ja's i'kwe'sxtxi pu'çxhi'nja sũju'th, jweeíiçxáa çxhãçxha fxi'zekahn.
mejor dicho, para que unos a otros nos animemos con la fe que compartimos.|Sa' puutx kxteeçxah ya'pu'çxna Dxus yakh çxhãçxha fxi'zewa'ja's ji'phu'nja'w, txãa pa'gatey i'kwe'sxwa Dxusa's yaakxsa i'kwe adx na'wẽy.
Quiero que sepáis, hermanos, que, aunque hasta ahora no he podido visitaros, muchas veces me he propuesto hacerlo, para recoger algún fruto entre vosotros, tal como lo he recogido entre las otras naciones.|Yakhthẽ'jwe'sxtxi pta'sxi'th: i'kwe'sx yakh puutx uyya' yuwe'nja sũhna maz uswa yajkxçxawa, ãçxpkaçx yujxa' yu' tudunimeeth. I'kwe'sx ksxavxysu Dxus luuçx yuuwa'jsa ũstxna txãatx Dxus jĩi knayya' yuwe'nja sũju'th, ma'wẽtka vxite kiwesuwa Dxus jĩi knay txã'wẽy.
Estoy en deuda con todos, sean cultos o incultos, instruidos o ignorantes.|Adxa' maa nasatxwa jxuka Kristo yuwe's pta'sxwa'j ji'pthu, çxhabtewe'sx ma'tx yuu, fxiy we'wesa ma'tx yuu, naa kiwete wala jiisa ma'tx yuu meeçxa' jiimeesa ma'tx yuu nawa ma'wẽsatxwa jxuka pta'sxwa'j ji'pthu.
De ahí mi gran anhelo de predicaros el evangelio también a vosotros que estáis en Roma.|Txãasa adxa' Kristo yuwe ewte nvxiitwa'jsa's pta'sxya' yuwe'nja sũhnaçxáa ũsthu Roma çxhabte i'kwe'sxtxiwa.
Verdaderamente, no me avergüenzo del evangelio, pues es poder de Dios para la salvación de todos los que creen: de los judíos primeramente, pero también de los gentiles .|Adxa' Kristo yuwe ewte nvxiitwa'jsa's pta'sxya' weh yuhwa thaame'çmeeth, txãa pa'gatey Kristo' Dxus kaahnisa' maatxwa nwe'weya' ãjawa'jsa txã'sna ũuste jxpa'gasa yuutxi', judiu ma'tx yuu judiumeesa ma'tx yuu nawa maa nasatxwa jxuka nwe'wewa'jsa'.
De hecho, en el evangelio se revela la justicia que proviene de Dios, la cual es por fe de principio a fin, tal como está escrito: «El justo vivirá por la fe».|Aça' nwe'wenisa yuuya', Kristo's ũusuh jxuka yajkxçxa jxpa'gate yuuçxáak Dxus dxi'pte yuuwemée ewsa yuuna ya'pa'ja'. Txã'wẽ yuuwa'ja's Dxus librute vxite ajkhẽwa na'jĩnak pta'sxi': Dxusa's ũusuh jxuka yajkxte yuuçxáa Dxus yakh fxi'zewa'ja's ya'ji'phuna jĩ'k.
Ciertamente, la ira de Dios se revela desde el cielo contra toda impiedad e injusticia de los seres humanos , que con su maldad obstruyen la verdad.|Dxus kastigo seena'sa cieluju yuja' nasa ewmeesa jxukaysawe'sx jĩi, txãawe'sxa' ewmeete yuuçxáa fxi'zena isasa yu'sa' yupna ũsta' naa pa'ga.
Me explico: lo que se puede conocer acerca de Dios es evidente para ellos, pues él mismo se lo ha revelado. Porque desde la creación del mundo las cualidades invisibles de Dios, es decir, su eterno poder y su naturaleza divina, se perciben claramente a través de lo que él creó, de modo que nadie tiene excusa.|Txãa ente' Dxus ma'wẽsatewa jiimeetha'w yu' jĩya' ãjameetxna, txãa pa'gatey Dxus ma'wẽsatewa kaajiyu'jsa ũsta' Dxus pheu'jçxa nvxiitnisa txãatx kaajiyu'ju'. Txãa pa'gak naa kiwe's pheu'jçxa nvxiitnijũ' ew ya'jiyu' Dxusa' kĩhtewa jxuka ãjawa'jsa bagaçxtewa nes yuuwa'jsatewa. Aça' txãa ma'wẽsaçxawa kaajiyu'jnku txã'wẽ pheu'jçxa nvxiht.
A pesar de haber conocido a Dios, no lo glorificaron como a Dios ni le dieron gracias, sino que se extraviaron en sus inútiles razonamientos, y se les oscureció su insensato corazón.|Txã'wẽ Dxusa' ũsyuhna sũhwa'j yu'sa' ji'phuçxawa, isate yu' Dxusa's weçxana nwẽese'jmée, naa kiwete kĩh yuhwa seelpimeesaçxá'stxi pakwena jxã'j. Aça' txã'wẽ yũupa'ga txãawe'sx ũusa' naa kiwete ewmeesa yuuçxá'sku yaakxwa'jsa neeyũu.
Aunque afirmaban ser sabios, se volvieron necios|Txãawe'sx yu' jiitha'w jĩ'tx, nawa jiimeesatx yuuna pa'j.
y cambiaron la gloria del Dios inmortal por imágenes que eran réplicas del hombre mortal, de las aves, de los cuadrúpedos y de los reptiles.|Txã'wẽ Dxus bagaçxte yuhwa pçuwa'jsamée kĩhtewa jxuka ãjawa'jsa' txã'sna neewe'wepkaçxte, naa kiwete pçuwa'jsa nasa na'wẽ piisaçxatx neewe'wena ũsu'. Sa' txã'wẽçxáa yũumée, fxuusá, yu'kh eçx txã'wẽsa na'wẽ vxitçxatx neewe'wena ũsu'.
Por eso Dios los entregó a los malos deseos de sus corazones, que conducen a la impureza sexual, de modo que degradaron sus cuerpos los unos con los otros.|Txã'wẽ yũupa'ga Dxusa' txãawe'sxtxi' pu'çxmée nvxihtku, peekx ewmée kazx yaakxniçxá's kxtey yuuna fxi'zekahn, kxahtx kĩhwa thaampa'saçxá's puutx ya'ewmée yũuna fxi'ze' teeçxsa na'wẽçxah.
Cambiaron la verdad de Dios por la mentira, adorando y sirviendo a los seres creados antes que al Creador, quien es bendito por siempre. Amén.|Txãawe'sxa' isa Dxus ĩtxisa yu'sa' jxpa'gaya' wa'lçxa, Dxusmeeçxá'stxi jxpa'ga. Txãasatx wejxwa Dxus kĩhnawa jxuka pheu'jçxa nvxiit-sa'síi neewe'wepkaçxte, naa kiwete Dxus pheu'jçxa nvxiitnisaçxá'stxi neewe'wena fxi'ze'. Txã'wẽ Dxus bagaçxtewa pçuwa'jmeesa's neewe'wewaç, wejx thaakwe ewsa', nawa txã'wẽ yũumeeta'.
Por tanto, Dios los entregó a pasiones vergonzosas. En efecto, las mujeres cambiaron las relaciones naturales por las que van contra la naturaleza.|Txãa pa'ga Dxusa' pu'çxmée nvxihtku, txãawe'sx ewmée kazx yaakxniçxá's kxtey yuuna fxi'zekahn. Aça' u'y pwe'sxtxi pkal yuuna fxi'ze', txãawe'sx kakwe'síiçxáa suwwa'jsana pakwena.
Así mismo los hombres dejaron las relaciones naturales con la mujer y se encendieron en pasiones lujuriosas los unos con los otros. Hombres con hombres cometieron actos indecentes, y en sí mismos recibieron el castigo que merecía su perversión.|Txã'wẽy piçthẽ'jwe'sxwa nyu yakh zhiçxkwe fxi'zeni yu'sa' nvxihtçxa, puutx piçthẽ'j pwe'sxtxi pkal thaampa'saçxá's kxtey yuuna fxi'ze', peekx kakwe kazx yaakxniçxá's nwẽese'jna. Txã'wẽ yũuçxa peekx kakwejũjxçxáa ya'kastigãywa'ja's uyu'tx.
Además, como estimaron que no valía la pena tomar en cuenta el conocimiento de Dios, él a su vez los entregó a la depravación mental, para que hicieran lo que no debían hacer.|Txã'wẽ Dxusa's nwẽese'jya' wa'lyã'the', Dxusa' pu'çxmée nvxihtku, txãawe'sx kazx yaakxniçxá's nwẽese'jçxa peekx ma'wẽwa ewmée yũuna fxi'zekahn.
Se han llenado de toda clase de maldad, perversidad, avaricia y depravación. Están llenos de envidia, homicidios, disensiones, engaño y malicia. Son chismosos,|Txãa pa'gatx ewmeesa yuuçxáa yuuna pa'j: pthãawesa, pkal yuunisa, ewsa's jiiçxawa ewmeeçxáa yũusáa, Dxus yu's yajkxmée ji'phu wẽeniçxá's yaakxsa, kĩhwa ewmeeçxáa yũusáa, vxitetx açeyaakxsa, nasa ikhsa, puii kiissa, ĩsxiisa, ewsa yu'sa' weeçxsa, ĩsxiiçxa kaapui'jsa, txã'wẽçxáa yũusaata'.
calumniadores, enemigos de Dios, insolentes, soberbios y arrogantes; inventores de maldades; se rebelan contra sus padres;|Vxitetx ewmée nuywe'wesa, Dxusna açesa, puutx ya'wẽesxusá, peekíiçxáa iiwejçx yaakxsa, vxitee dxi'pte iiwejçx we'wesa, ewmée yũuwa'j u'sesa pakwena fxi'zesa, neywe'sxtxi nwẽese'jsamée,
son insensatos, desleales, insensibles, despiadados.|ewsa's jiyuya' wa'lsa, puutx we'weni's kxtey yuusamée, kim yuhnawa peeygãasamée, bagaçxte yuhwa yuwe ewuusamée, kim yuhnawa pu'çxsamée.
Saben bien que, según el justo decreto de Dios, quienes practican tales cosas merecen la muerte; sin embargo, no solo siguen practicándolas, sino que incluso aprueban a quienes las practican.|Txãawe'sxa' wala ew jiita' txã'wẽ ewmée yũupa'ga Dxus kastigote uuwa'ja's. Txã'wẽ ew jiiçxawa, ewmeesa yuuçxáanatx kxtey yuuna fxi'ze'. Sa' ũus yuhwa ji'phmeesa yã'tha', txãasatx vxitesa ewmée yũuçte uyçxa', wejxwa kçxhãaçxha'jna fxi'ze'.
Por tanto, no tienes excusa tú, quienquiera que seas, cuando juzgas a los demás, pues al juzgar a otros te condenas a ti mismo, ya que practicas las mismas cosas.|Txã'wẽ ewmée yũupa'ga Dxus kastigo's jxpa'gawa'j ji'phta' jĩna idxa' açewe'weçxawa, txãa nasa ewmeesa na'wẽ íiçxáag ewmée yũuna fxi'ze' makwe Dxusa's jiiçxawa.
Ahora bien, sabemos que el juicio de Dios contra los que practican tales cosas se basa en la verdad.|Peekx jiitha'w txã'wẽ ewmée yũusatxi's Dxusa' isak kastigaĩ' maatxwa jxuka.
¿Piensas entonces que vas a escapar del juicio de Dios, tú que juzgas a otros y sin embargo haces lo mismo que ellos?|Aça' idxa' txã'wẽ vxitetx açewe'wena Dxus kastigo's jxpa'gawa'j ji'phta' jĩçxawa idxwa txã'wẽyçxáa ewmée yũuçxa', Dxusa' idxa's kastigaĩmeena ¿sũju'gá'?
¿No ves que desprecias las riquezas de la bondad de Dios, de su tolerancia y de su paciencia, al no reconocer que su bondad quiere llevarte al arrepentimiento ?|Txã'wẽ ewmée yũutewa Dxusa' peeygãhçxa ãçxhíi yu' kastigaĩmée ũsa'. Nawa txãa yu' idx ewmée yũunitx nvxihtçxa txajx tasxte sxawedkahn ũythasna iipe'ja'.
Pero por tu obstinación y por tu corazón empedernido sigues acumulando castigo contra ti mismo para el día de la ira, cuando Dios revelará su justo juicio.|Txã'wẽ ũythasna ũstewa, iidx ewmée yũunitx nvxihtçxa Dxus tasxte sxawedwa'j yu'sa' yaaki'çmeeg. Txãa pa'ga ya'kastigãywa'ja's jweeíiçxáa nuywalana ũsgu, nmeh ente Dxus kastigãywa'j en ãhtewe'sx.
Porque Dios «pagará a cada uno según lo que merezcan sus obras».|Txãa ente' ma'wẽ yũusaçxawa, teeçxsa na'wẽçxah jxpa'gatxna txãawe'sx jĩ's:
Él dará vida eterna a los que, perseverando en las buenas obras, buscan gloria, honor e inmortalidad.|bagaçxte yuhwa pçuwa'jsame's een isa pakwena ewçxáa yũuna fxi'zesa' pçumée ĩtxi fxi'zewa'ja's jxpa'gatxna.
Pero los que por egoísmo rechazan la verdad para aferrarse a la maldad recibirán el gran castigo de Dios.|Naapkaçxha' Dxusa's ahçena txajx jxkaahni yu'sa' kxtey yuumée ewmeeçxáa yũuna fxi'zesa' Dxus kastigo seena' yuhsa's jxpa'gatxna.
Habrá sufrimiento y angustia para todos los que hacen el mal, los judíos primeramente, y también los gentiles ;|Maawa ewmeeçxáa yũusa yuutxi's jxuka kastigãywa'j en pa'jana, judiu ji'jmée vxite nasatx yuhwa kastigãyçxa', judiuwe'sx yuutxi' wejx txã'wẽ kastigaĩna.
pero gloria, honor y paz para todos los que hacen el bien, los judíos primeramente, y también los gentiles.|Nawa maawa ew yũuna fxi'zesatxi's Dxusa' ũsuna txãa yakh wẽt weçxana fxi'zewa'ja's, judiuwe'sxtxi ũsçxa', judiu ji'jmée vxite nasatxwa txã'wẽyçxáa ũsuna.
Porque Dios no tiene favoritismos.|Txãa pa'gatey Dxusa' teeçxsaçxáan jxthaakwe ew jxpe'je'çme', jxukaytxi txãa na'wẽçxaçxáak jxpe'je'.
Todos los que han pecado sin conocer la ley también perecerán sin la ley; y todos los que han pecado conociendo la ley por la ley serán juzgados.|Moises leya's jiimeesawa ewmée yũuna fxi'zesa yu' jxukaysa vxituwa'jsa íiçxáata'. Aça' makwe Moises leya's jiiçxawa ewmée yũuna fxi'zesa yu' txãawe'sxwa jxukaysa vxituwa'jsa íiçxáata', txãa leya's nwẽese'jmeeçxa ewmée yũupa'ga.
Porque Dios no considera justos a los que oyen la ley, sino a los que la cumplen.|Txãa pa'gatey leya's jiipa'gaçxáa ewte ya'neeyũ'çme', aça' makwe leya's jiimeeçxawa ley jxkaahnitx kaavxya'ja'jsa yuuçxáa yuuwemée yuuwa'jsata'.
De hecho, cuando los gentiles, que no tienen la ley, cumplen por naturaleza lo que la ley exige, ellos son ley para sí mismos, aunque no tengan la ley.|Aça' judiu ji'jmée vxite nasa makwe leya's jiimeeçxawa ley jxkaahni Dxus kaaũusuthe'jni's kaavxya'ja'jtx ewmeesa yuutxi' nwẽese'jméeh ewsaçxá's kxtey yuuna.
Estos muestran que llevan escrito en el corazón lo que la ley exige, como lo atestigua su conciencia, pues sus propios pensamientos algunas veces los acusan y otras veces los excusan.|Txã'wẽ yũuwa'ja's Dxusne' kaaũusuthe'je', txãa pa'gatx ãate kaavxya'ja'jna ewçxáa fxi'ze'. Txã'wẽ yũuwa'ja's txãawe'sx ũus yaakxni' kaajiyu'ju'ne' kĩh yũuni ewmeesatewa sa' kĩh yũuni ewsatewa txã'wẽy.
Así sucederá el día en que, por medio de Jesucristo, Dios juzgará los secretos de toda persona, como lo declara mi evangelio .|Aça' Dxus kaahni Jesukristo kĩhçxa', nasaa ũusteçxáa yaakxni's jxuka ãate kaajiyu'juna txã'wẽ yũuwa'ja'sthu adxa' pta'sxi'.
Ahora bien, tú que llevas el nombre de judío; que dependes de la ley y te jactas de tu relación con Dios;|Nawa idxa' na'jĩ'g: judiuth, txãasa Moises leya's ji'ptha'w. Txãa pa'ga Dxusa's jiisath jĩçxa iiwejçxgu yaaki'.
que conoces su voluntad y sabes discernir lo que es mejor porque eres instruido por la ley;|Dxus jxkaahni's jiisag, Dxus leya' kaapiya'ja'k ewsaçxá's txhitxwa'ja's.
que estás convencido de ser guía de los ciegos y luz de los que están en la oscuridad,|Yafx ji'phmeesatx jxpe'jsath jĩ'g, sa' çxhi'dxte fxi'zesatxwa eena'te kutxi'jsath jĩ'g.
instructor de los ignorantes, maestro de los sencillos, pues tienes en la ley la esencia misma del conocimiento y de la verdad;|Sa' ley ji'ptha'w kxteea' ma'wẽ fxi'zewa'ja'swa pta'sxi'k ewsaçxáana kxtey yuuwa'ja's jĩ'g. Txãasag ma'wẽ fxi'zewa'ja'swa kaajiyu'jsath jĩ'. Sa' pxthaakwesatxwa pta'sxsath, txã'wẽ yuuya' íiçxáa leya's ji'ptha'w jĩ'g.
en fin, tú que enseñas a otros, ¿no te enseñas a ti mismo? Tú que predicas contra el robo, ¿robas?|Txã'wẽ vxitetx kaapiya'jaççxa', idx yu' ¿kĩh yũuçxaga piya'çmée? Idxíiwa pta'sxçxa': Pesweewa'jme' jĩ'g sa' idx yu' ¿kĩjxa'ga peswé'?
Tú que dices que no se debe cometer adulterio, ¿adulteras? Tú que aborreces a los ídolos, ¿robas de sus templos?|Idxíi we'weçxawa: Ptamsayã'ja' vxitesa yakh pkal yuuwa'jme' jĩ'g sa' ¿kĩh yũuçxaga idx yu' kxtey yu'çmée? Idxíiwa Dxus ĩtximeesatxi's açe'g sa' ¿kĩjxa'ga Dxus ĩtximeesatx peswé'?
Tú que te jactas de la ley, ¿deshonras a Dios quebrantando la ley?|Dxus leya's ji'ptha'w sũhna iiwejçxgu yaaki', nawa txãa ley jxkaahni's jxuka nwẽese'jmeeçxa', Dxusa's açesag.
Así está escrito: «Por vuestra causa se blasfema el nombre de Dios entre los gentiles ».|Aça' Dxus librute' isa yuh we'we'k na'jĩna: judiu ji'jmée vxite nasa' Dxusa's açewe'we'tx, nawa yuuwesa yu' i'kwe'sxi'kwe jĩ'k.
La circuncisión tiene valor si observas la ley; pero, si la quebrantas, vienes a ser como un incircunciso .|Ãçxha' na'wẽ yũunisa's pta'sxya'wath: Moises leya's nwẽese'jna kaavxya'ja'ja'ççxa yu', cirkuncidãyni's jxpa'gawa'j yuja'. Nawa ley jxkaahnitx jxuka kaavxya'ja'ja'çmeeçxa ya'cirkuncidãyte', cirkuncidãynimeesanpa íiçxá'.
Por lo tanto, si los gentiles cumplen los requisitos de la ley, ¿no se les considerará como si estuvieran circuncidados?|Aça' cirkuncidãynimeesaçxawa leya's jiisa na'wẽ ew yũuwa'ja's kxtey yuute yu', cirkuncidãyni na'wẽysa íiçxá'.
El que no está físicamente circuncidado, pero obedece la ley, te condenará a ti que, a pesar de tener el mandamiento escrito y la circuncisión, quebrantas la ley.|Mpa'yajkxwe. Txã'wẽme' cirkuncidãynimeesaçxawa, ley jxkaahnitx kaavxya'ja'jsa yu' cirkuncidãynisawe'sxtxi ewmeekhẽ nvxiitutxna, makwe leya's ji'phçxawa jxkaahni's jxuka kaavxya'ja'ja'çmeeçxa ya'cirkuncidãyte'.
Lo exterior no hace a nadie judío, ni consiste la circuncisión en una señal en el cuerpo.|Txã'wẽ yuwejuçxáa judiuth jĩsa judiu ya'yu'çme', sa' txã'wẽy kakweteçxáa cirkuncidãyçxa judiu ya'yu'çme',
El verdadero judío lo es interiormente; y la circuncisión es la del corazón, la que realiza el Espíritu, no el mandamiento escrito. Al que es judío así, lo alaba Dios y no la gente.|naasáa ũusuh jxuka Dxusa's yajkxna ew fxi'zeteçxáak judiu na'wẽ yuh yuuna ya'pa'ja'. Sa' ewmée ũus yaakxni's yu'pthehnisaçxáa cirkuncidãyni na'wẽ. Aça' txã'wẽ ewmée ũus yaakxni's yu'pthehsa yuuçxá'sku Dxusa' weçxá'.
Entonces, ¿qué se gana con ser judío, o qué valor tiene la circuncisión?|Txã'wẽte', judiuçxáa ¿kĩh wejx thaakwe ewsa ji'phtxna? Sa' ya'cirkuncidãyni' ¿kĩhtega selpi'?
Mucho, desde cualquier punto de vista. En primer lugar, a los judíos se les confiaron las palabras mismas de Dios.|Txãawe'sxa' ewsa yu'sa' wala ji'phta'. Txãasaíi kĩhtewa thaakwe ewsa Dxus yuwe's ji'phta' txãawe'sxtxi neewe'weçxa nvxiitnisa's.
Pero entonces, si a algunos les faltó la fe, ¿acaso su falta de fe anula la fidelidad de Dios?|Txã'wẽ Dxus yuwe thaakwe ewsa's ji'phçxawa judiuwe'sx maaíi yu' Dxus yakh fxi'zewa'ja's kxtey yuumeete', ¿kĩh yuukx? ¿Txã'wẽ kxtey yuumeeteçxáa ¿Dxuswa kĩhtewa jxuka pu'çxya' puutx we'weni's pu'çxmée yuuma'k?
¡De ninguna manera! Dios es siempre veraz, aunque el hombre sea mentiroso. Así está escrito: «Por eso, eres justo en tu sentencia, y triunfarás cuando te juzguen».|Txã'wẽ yuumeena. Makwe naa kiwete nasa' Dxus yakh fxi'zewa'ja's kxtey yuumeetewa, Dxus yu' txajx pu'çxya' puutx we'weni's kxtey yuuna. Dxus txã'wẽ kxtey yũuwa'ja's we'weçxa', Dxus librute na'jĩ'k: Txãa ente kxtey yuuni's uyçxa', Ĩsxiimée isa yuh we'wesa yu'ga jĩtxna jĩ'k.
Pero, si nuestra injusticia pone de relieve la justicia de Dios, ¿qué diremos? ¿Que Dios es injusto al descargar sobre nosotros su ira? (Hablo en términos humanos).|Kwe'sx ewmée yũunisa' selpi'k txã'wẽ ewmée yũute íiçxáak Dxusa' txajx peeygãani's jweeíiçxáa ãate kaavxya'ja'ja'. Txãa pa'ga ewmée yũunisa' seelpisa', Dxus peeygãani's kaavxya'ja'jsa jĩ'tx maaíi yu'. Txã'wẽte', kwe'sx ewmée yũuni's ¿ma'jĩtka'w? Kwe'sx ewmée yũunisa' seelpisate', Dxusa' ewmée yũusatxi's kastigãyçxa', ¿Dxuswa ewmée yũusaçxa ma'k txã'wẽ yũu?
¡De ninguna manera! Si así fuera, ¿cómo podría Dios juzgar al mundo?|Weh yuhwa ewmée yũusame'. Dxusa' ¿ma'wẽ naa kiwete nasa yuuwesatx kastigãyya' ãjakx, txãaíiwa ewmée yũusaaçxá'?
Alguien podría objetar: «Si mi mentira destaca la verdad de Dios y así aumenta su gloria, ¿por qué todavía se me juzga como pecador?|Txã'wẽ adx ewmée yũunisa Dxusa's kxtey kxu'ju'jna selpiiçte', ¿adxa's kĩjxa'çxáa ewmeeg yũu jĩna we'weçxa kastigaĩkx?
¿Por qué no decir: Hagamos lo malo para que venga lo bueno?» Así nos calumnian algunos, asegurando que eso es lo que enseñamos. ¡Pero bien merecida se tienen la condenación!|Txã'wẽ yaakxsa': Ewmeesaçxá's wejx pa'pçxute ewna, ewsa vxyaana nes yuukahn jĩ'tx. Txãa yu' adxa's açesatx txã'jĩ': Pablo' txã'wẽk kaapiya'ja' jĩna. Txã'wẽ we'wesa' Dxus kastigo yuuçxá's jxpa'gawa'jsata'.
¿A qué conclusión llegamos? ¿Acaso los judíos somos mejores? ¡De ninguna manera! Ya hemos demostrado que tanto los judíos como los gentiles están bajo el pecado.|Na'wẽ' aça' ¿judiuwe'sxçxáa kĩh yũuçxa vxite nasate jxthaakwe ewsa yuukxtha'w? Weh yuhwa thaakwe ewsameetha'w. Txã'wẽ judiuwe'sxçxáa thaakwe ewsatha'w sũhwe'sxte kaajiyu'juçthu: judiu ma'k yuu vxite nasa ma'k yuu nawa jxukaysa ewmée pkalsaçxaçxáatha'w.
Así está escrito: «No hay un solo justo, ni siquiera uno;|Txajíik Dxus librutewa na'wẽ we'we': Teeçxçxáa yuhwa ewsa yu' meeta'.
no hay nadie que entienda, nadie que busque a Dios.|Kim yuhwa Dxusa's jiyuçxa pakweya' yaakxsameeta'.
Todos se han descarriado, a una se han corrompido. No hay nadie que haga lo bueno; ¡no hay uno solo!»|Jxukaysa jxpubaçxa vxituni ũsta'. Txãasa ew yũuwa'j yu'sa' teeçxçxáa yuhwa yaaki'çmeeta' mteewe'sxçxáa yuhwa.
«Su garganta es un sepulcro abierto; con su lengua profieren engaños». «¡Veneno de víbora hay en sus labios!»|Txãawe'sx we'weni' uusáa pedani kafxa's phadeni na'wẽ kazxsata'. Sa' txãawe'sx thune' ul weeswée weneno na'wẽ ikhsa', ĩsxiina kaypuba'jçxa.
«Llena está su boca de maldiciones y de amargura».|Seena' kazx ewmée we'weni yuuçxá's ji'phta'.
«Veloces son sus pies para ir a derramar sangre;|Txãawe'sx çxida' nasa ikhya' u'jwa'ja's yuuçxáatx selpi'.
dejan ruina y miseria en sus caminos,|Vxitetx nxuste kaafxi'ze'jwa'ja's yuuçxáatx yajkxna fxi'ze'.
y no conocen la senda de la paz».|Ewte kaafxi'ze'jwa'j yu'sa' yaaki'çmeeta'.
«No hay temor de Dios delante de sus ojos».|Dxusa' uyna ũsna sũhna ũukhwa'ja's yu' ji'phmeeta' jĩ'k.
Ahora bien, sabemos que todo lo que dice la ley, lo dice a quienes están sujetos a ella, para que todo el mundo se calle y quede convicto delante de Dios.|Dxus librute na'wẽ ewmeesata' jĩna we'we'k txãa yu' Dxus leya's jiisawe'sxtxi we'weçxak txã'jĩ'. Aça' txãawe'sxa' Dxus yakh pdxi'puwa'j en ãhte', yuuwemeesatha'w jĩna pasya' ãjameetxna kim yuhwa.
Por tanto, nadie será justificado en presencia de Dios por hacer las obras que exige la ley; más bien, mediante la ley cobramos conciencia del pecado.|Txãa pa'gatey leya'sçxáa yajkxte', maa yuhwa yuuwemée ewsa ya'yu'çme', leya' naasáa kĩh txã'wẽ ewmeetewa txã'sna pta'sxsaçxá' naa pa'ga.
Pero ahora, sin la mediación de la ley, se ha manifestado la justicia de Dios, de la que dan testimonio la ley y los profetas.|Aça' ley jxkaahni's nvxihtçxa yuuwemée ewsa yuuna pa'jwa'ja's ãçxha' Dxusíi kaajiyu'kh, txã'wẽ yũuwa'ja's Dxus leyte txãniiteyku pta'sxna fxi'jni ũsu' Dxusna selpisaawe'sx fxi'jni.
Esta justicia de Dios llega, mediante la fe en Jesucristo, a todos los que creen. De hecho, no hay distinción,|Txã'wẽ yuuwemée ewsa yuuna pa'jya', naasáa Jesukristo yuuçxá's ũusuh jxuka yaakxwa'ja', nasa ma'wẽsawa jxuka.
pues todos han pecado y están privados de la gloria de Dios,|Txã'wẽme' maa yuhwa ewsamée, jxukay pkalsaçxaçxáa yuuna pa'jçxa Dxus tasxte pa'jwa'ja's ji'phmée ũsta'.
pero por su gracia son justificados gratuitamente mediante la redención que Cristo Jesús efectuó.|Txãa pa'gak Dxusa' peeygãhçxa txajx tasxte yuuwemée ewsa yuuna pa'khan, Kristo Jesusa's uuwa'j vxit kwe'sx yuuwesatx nwe'wekahn.
